Version,ID,Book,Chapter,Chapter Title,Content
King James Version,KJV,1 John,1,,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the Word of life; 2 (For the life was manifested, and we have seen it, and bear witness, and shew unto you that eternal life, which was with the Father, and was manifested unto us;) 3 That which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ. 4 And these things write we unto you, that your joy may be full. 5 This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all. 6 If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth: 7 But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin. 8 If we say that we have no sin, we deceive ourselves, and the truth is not in us. 9 If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness. 10 If we say that we have not sinned, we make him a liar, and his word is not in us. "
King James Version,KJV,1 John,3,,"Behold, what manner of love the Father hath bestowed upon us, that we should be called the sons of God: therefore the world knoweth us not, because it knew him not. 2 Beloved, now are we the sons of God, and it doth not yet appear what we shall be: but we know that, when he shall appear, we shall be like him; for we shall see him as he is. 3 And every man that hath this hope in him purifieth himself, even as he is pure. 4 Whosoever committeth sin transgresseth also the law: for sin is the transgression of the law. 5 And ye know that he was manifested to take away our sins; and in him is no sin. 6 Whosoever abideth in him sinneth not: whosoever sinneth hath not seen him, neither known him. 7 Little children, let no man deceive you: he that doeth righteousness is righteous, even as he is righteous. 8 He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil. 9 Whosoever is born of God doth not commit sin; for his seed remaineth in him: and he cannot sin, because he is born of God. 10 In this the children of God are manifest, and the children of the devil: whosoever doeth not righteousness is not of God, neither he that loveth not his brother. 11 For this is the message that ye heard from the beginning, that we should love one another. 12 Not as Cain, who was of that wicked one, and slew his brother. And wherefore slew he him? Because his own works were evil, and his brother's righteous. 13 Marvel not, my brethren, if the world hate you. 14 We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death. 15 Whosoever hateth his brother is a murderer: and ye know that no murderer hath eternal life abiding in him. 16 Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren. 17 But whoso hath this world's good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him? 18 My little children, let us not love in word, neither in tongue; but in deed and in truth. 19 And hereby we know that we are of the truth, and shall assure our hearts before him. 20 For if our heart condemn us, God is greater than our heart, and knoweth all things. 21 Beloved, if our heart condemn us not, then have we confidence toward God. 22 And whatsoever we ask, we receive of him, because we keep his commandments, and do those things that are pleasing in his sight. 23 And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment. 24 And he that keepeth his commandments dwelleth in him, and he in him. And hereby we know that he abideth in us, by the Spirit which he hath given us. "
King James Version,KJV,1 John,2,,"My little children, these things write I unto you, that ye sin not. And if any man sin, we have an advocate with the Father, Jesus Christ the righteous: 2 And he is the propitiation for our sins: and not for ours only, but also for the sins of the whole world. 3 And hereby we do know that we know him, if we keep his commandments. 4 He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him. 5 But whoso keepeth his word, in him verily is the love of God perfected: hereby know we that we are in him. 6 He that saith he abideth in him ought himself also so to walk, even as he walked. 7 Brethren, I write no new commandment unto you, but an old commandment which ye had from the beginning. The old commandment is the word which ye have heard from the beginning. 8 Again, a new commandment I write unto you, which thing is true in him and in you: because the darkness is past, and the true light now shineth. 9 He that saith he is in the light, and hateth his brother, is in darkness even until now. 10 He that loveth his brother abideth in the light, and there is none occasion of stumbling in him. 11 But he that hateth his brother is in darkness, and walketh in darkness, and knoweth not whither he goeth, because that darkness hath blinded his eyes. 12 I write unto you, little children, because your sins are forgiven you for his name's sake. 13 I write unto you, fathers, because ye have known him that is from the beginning. I write unto you, young men, because ye have overcome the wicked one. I write unto you, little children, because ye have known the Father. 14 I have written unto you, fathers, because ye have known him that is from the beginning. I have written unto you, young men, because ye are strong, and the word of God abideth in you, and ye have overcome the wicked one. 15 Love not the world, neither the things that are in the world. If any man love the world, the love of the Father is not in him. 16 For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world. 17 And the world passeth away, and the lust thereof: but he that doeth the will of God abideth for ever. 18 Little children, it is the last time: and as ye have heard that antichrist shall come, even now are there many antichrists; whereby we know that it is the last time. 19 They went out from us, but they were not of us; for if they had been of us, they would no doubt have continued with us: but they went out, that they might be made manifest that they were not all of us. 20 But ye have an unction from the Holy One, and ye know all things. 21 I have not written unto you because ye know not the truth, but because ye know it, and that no lie is of the truth. 22 Who is a liar but he that denieth that Jesus is the Christ? He is antichrist, that denieth the Father and the Son. 23 Whosoever denieth the Son, the same hath not the Father: he that acknowledgeth the Son hath the Father also. 24 Let that therefore abide in you, which ye have heard from the beginning. If that which ye have heard from the beginning shall remain in you, ye also shall continue in the Son, and in the Father. 25 And this is the promise that he hath promised us, even eternal life. 26 These things have I written unto you concerning them that seduce you. 27 But the anointing which ye have received of him abideth in you, and ye need not that any man teach you: but as the same anointing teacheth you of all things, and is truth, and is no lie, and even as it hath taught you, ye shall abide in him. 28 And now, little children, abide in him; that, when he shall appear, we may have confidence, and not be ashamed before him at his coming. 29 If ye know that he is righteous, ye know that every one that doeth righteousness is born of him. "
King James Version,KJV,1 John,4,,"Beloved, believe not every spirit, but try the spirits whether they are of God: because many false prophets are gone out into the world. 2 Hereby know ye the Spirit of God: Every spirit that confesseth that Jesus Christ is come in the flesh is of God: 3 And every spirit that confesseth not that Jesus Christ is come in the flesh is not of God: and this is that spirit of antichrist, whereof ye have heard that it should come; and even now already is it in the world. 4 Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world. 5 They are of the world: therefore speak they of the world, and the world heareth them. 6 We are of God: he that knoweth God heareth us; he that is not of God heareth not us. Hereby know we the spirit of truth, and the spirit of error. 7 Beloved, let us love one another: for love is of God; and every one that loveth is born of God, and knoweth God. 8 He that loveth not knoweth not God; for God is love. 9 In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that we might live through him. 10 Herein is love, not that we loved God, but that he loved us, and sent his Son to be the propitiation for our sins. 11 Beloved, if God so loved us, we ought also to love one another. 12 No man hath seen God at any time. If we love one another, God dwelleth in us, and his love is perfected in us. 13 Hereby know we that we dwell in him, and he in us, because he hath given us of his Spirit. 14 And we have seen and do testify that the Father sent the Son to be the Saviour of the world. 15 Whosoever shall confess that Jesus is the Son of God, God dwelleth in him, and he in God. 16 And we have known and believed the love that God hath to us. God is love; and he that dwelleth in love dwelleth in God, and God in him. 17 Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world. 18 There is no fear in love; but perfect love casteth out fear: because fear hath torment. He that feareth is not made perfect in love. 19 We love him, because he first loved us. 20 If a man say, I love God, and hateth his brother, he is a liar: for he that loveth not his brother whom he hath seen, how can he love God whom he hath not seen? 21 And this commandment have we from him, That he who loveth God love his brother also. "
Legacy Standard Bible,LSB,1 John,1,The Word of Life,"What was from the beginning, what we have (B)heard, what we have (C)seen with our eyes, what we (D)beheld and (E)touched with our hands, concerning the (F)Word of Life 2 and the life was manifested, and we have (H)seen and (I)bear witness and proclaim to you (J)the eternal life, which was (K)with the Father and was (L)manifested to us 3 what we have seen and (N)heard we proclaim to you also, so that you may also have fellowship with us; and indeed our (O)fellowship is with the Father, and with His Son Jesus Christ. 4 And these things we are writing, so that our (Q)joy may be made complete. 5 And this is the message we have heard from Him and declare to you, that (S)God is Light, and in Him there is no darkness at all. 6 If we say that we have fellowship with Him and yet walk in the darkness, we (U)lie and (V)do not do the truth; 7 but if we walk in the Light as (X)He Himself is in the Light, we have fellowship with one another, and (Y)the blood of Jesus His Son cleanses us from all sin. 8 If we say that we have no sin, we deceive ourselves and the (AA)truth is not in us. 9 If we confess our sins, He is faithful and righteous to forgive us our sins and (AC)to cleanse us from all unrighteousness. 10 If we say that we have not sinned, we (AE)make Him a liar and (AF)His word is not in us. "
Lexham English Bible,LEB,1 John,3,"God is Love, so Love One Another","See what sort of love the Father has given to us: that we should be called children of God, and we are! Because of this the world does not know us: because it did not know him. 2 Dear friends, now we are children of God, and what we will be has not yet been revealed. We know that whenever he is revealed we will be like him, because we will see him just as he is. 3 And everyone who has this hope in him purifies himself, just as that one is pure. 4 Everyone who practices sin also practices lawlessness, and sin is lawlessness. 5 And you know that that one was revealed in order that he might take away sins, and in him there is no sin. 6 Everyone who resides in him does not sin. Everyone who sins has neither seen him nor known him. 7 Little children, let no one deceive you: the one who practices righteousness is righteous, just as that one is righteous. 8 The one who practices sin is of the devil, because the devil has been sinning from the beginning. For this reason the Son of God was revealed: in order to destroy the works of the devil. 9 Everyone who is fathered by God does not practice sin, because his seed resides in him, and he is not able to sin, because he has been fathered by God. 10 By this the children of God and the children of the devil are evident: everyone who does not practice righteousness is not of God, namely, the one who does not love his brother. 11 For this is the message that you have heard from the beginning: that we should love one another, 12 not as Cain, who was of the evil one and violently murdered his brother. And for what reason[a] did he violently murder him? Because his deeds were evil and the deeds of his brother were righteous. 13 Do not marvel,[b] brothers, if the world hates you. 14 We know that we have passed over from death to life because we love the brothers. The one who does not love remains in death. 15 Everyone who hates his brother is a murderer, and you know that every murderer does not have eternal life residing in him. 16 We have come to know love by this: that he[c] laid down his life on behalf of us, and we ought to lay down our lives on behalf of the brothers. 17 But whoever has the worlds material possessions and observes his brother in need[d] and shuts his heart against him, how does the love of God reside in him? 18 Little children, let us not love with word or with tongue, but in deed and truth. 19 By this[e] we know that we are of the truth and will convince our heart before him, 20 that[f] if our heart condemns us, that God is greater than our heart and knows all things. 21 Dear friends, if our heart does not condemn us, we have confidence before God, 22 and whatever we ask we receive from him, because we keep his commandments and do what is pleasing in his sight[g]. 23 And this is his commandment: that we believe in the name of his Son Jesus Christ and love one another, just as he commanded us[h]. 24 And the one who keeps his commandments resides in him, and he in him. And by this we know that he resides in us: by the Spirit whom he has given to us. "
Legacy Standard Bible,LSB,1 John,4,Test the Spirits,"Beloved, do not believe every (B)spirit, but test the spirits to see whether they are from God, because (C)many false prophets have gone out into the world. 2 By this you know the Spirit of God: every spirit that (E)confesses that (F)Jesus Christ has come in the flesh is from God, 3 and every spirit that does not confess Jesus is not from God. This is the spirit of the (H)antichrist, of which you have heard that it is coming, and (I)now it is already in the world. 4 You are from God, little children, and (K)have overcome them; because (L)greater is He who is in you than (M)he who is in the world. 5 They are from the world; therefore they speak as from the world, and the world hears them. 6 We are from God. (P)The one who knows God hears us; (Q)the one who is not from God does not hear us. From this we know (R)the spirit of truth and (S)the spirit of error. 7 Beloved, let us (U)love one another, for love is from God; and (V)everyone who loves has been [a](W)born of God and (X)knows God. 8 The one who does not love does not know God, because God is love. 9 By this the love of God was manifested [b]in us, that (AA)God has sent His [c]only begotten Son into the world so that we might live through Him. 10 In this is love, not that we have loved God, but that (AC)He loved us and sent His Son to be (AD)the propitiation for our sins. 11 Beloved, if God so loved us, (AF)we also ought to love one another. 12 No one has beheld God at any time; if we love one another, God abides in us, and His (AH)love is perfected in us. 13 By this we know that we abide in Him and He in us, because He has given us of His Spirit. 14 We have beheld and bear witness that the Father has (AK)sent the Son to be the Savior of the world. 15 Whoever confesses that (AM)Jesus is the Son of God, God (AN)abides in him, and he in God. 16 And we have come to know and have believed the love which God has (AP)in us. (AQ)God is love, and the one who (AR)abides in love abides in God, and God abides in him. 17 By this, love has been perfected with us, so that we may have (AT)confidence in (AU)the day of judgment, because (AV)as He is, so also are we in this world. 18 There is no fear in love; but perfect love casts out fear, because fear [d]involves punishment, and the one who fears is not (AX)perfected in love. 19 We love, because He first loved us. 20 If someone says, I love God, and (BA)hates his brother, he is a (BB)liar; for (BC)the one who does not love his brother whom he has seen, (BD)cannot love God whom he has not seen. 21 And this commandment we have from Him, that the one who loves God (BF)should love his brother also. "
Lexham English Bible,LEB,1 John,4,How to Recognize the Spirit of God,"Dear friends, do not believe every spirit, but test the spirits to determine if they are from God, because many false prophets have gone out into the world. 2 By this you know the Spirit of God: every spirit that confesses Jesus Christ[a] has come in the flesh is from God, 3 and every spirit that does not confess Jesus is not from God, and this is the spirit of the antichrist, of which you have heard that it is coming, and now it is already in the world. 4 You are from God, little children, and have conquered them, because the one who is in you is greater than the one who is in the world. 5 They are from the world; therefore[b] they speak from the world and the world listens to them. 6 We are from God. The one who knows God listens to us; whoever is not from God does not listen to us. By this we know the Spirit of truth and the spirit of deceit. 7 Dear friends, let us love one another, because love is from God, and everyone who loves has been fathered by God and knows God. 8 The one who does not love does not know God, because God is love. 9 By this the love of God is revealed in us: that God sent his one and only Son into the world in order that we may live through him. 10 In this is love: not that we have loved God, but that he loved us and sent his Son to be the propitiation[c] for our sins. 11 Dear friends, if God loved us in this way, we also ought to love one another. 12 No one has seen God at any time. If we love one another, God resides in us and his love is perfected in us. 13 By this we know that we reside in him and he in us: that[d] he has given us of his Spirit. 14 And we have seen and testify that the Father has sent the Son to be the Savior of the world. 15 Whoever confesses that Jesus is the Son of God, God resides in him and he in God. 16 And we have come to know and have believed the love that God has in us. God is love, and the one who resides in love resides in God, and God resides in him. 17 By this love is perfected with us, so that we may have confidence in the day of judgment, because just as that one is, so also are we in this world. 18 There is no fear in love, but perfect love drives out fear, because fear includes punishment, and the one who is afraid has not been perfected in love. 19 We love, because he first loved us. 20 If anyone says, I love God, and hates his brother, he is a liar, for the one who does not love his brother whom he has seen is not able to love God whom he has not seen. 21 And this is the commandment we have from him: that the one who loves God should love his brother also. "
King James Version,KJV,1 John,5,,"Whosoever believeth that Jesus is the Christ is born of God: and every one that loveth him that begat loveth him also that is begotten of him. 2 By this we know that we love the children of God, when we love God, and keep his commandments. 3 For this is the love of God, that we keep his commandments: and his commandments are not grievous. 4 For whatsoever is born of God overcometh the world: and this is the victory that overcometh the world, even our faith. 5 Who is he that overcometh the world, but he that believeth that Jesus is the Son of God? 6 This is he that came by water and blood, even Jesus Christ; not by water only, but by water and blood. And it is the Spirit that beareth witness, because the Spirit is truth. 7 For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one. 8 And there are three that bear witness in earth, the Spirit, and the water, and the blood: and these three agree in one. 9 If we receive the witness of men, the witness of God is greater: for this is the witness of God which he hath testified of his Son. 10 He that believeth on the Son of God hath the witness in himself: he that believeth not God hath made him a liar; because he believeth not the record that God gave of his Son. 11 And this is the record, that God hath given to us eternal life, and this life is in his Son. 12 He that hath the Son hath life; and he that hath not the Son of God hath not life. 13 These things have I written unto you that believe on the name of the Son of God; that ye may know that ye have eternal life, and that ye may believe on the name of the Son of God. 14 And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us: 15 And if we know that he hear us, whatsoever we ask, we know that we have the petitions that we desired of him. 16 If any man see his brother sin a sin which is not unto death, he shall ask, and he shall give him life for them that sin not unto death. There is a sin unto death: I do not say that he shall pray for it. 17 All unrighteousness is sin: and there is a sin not unto death. 18 We know that whosoever is born of God sinneth not; but he that is begotten of God keepeth himself, and that wicked one toucheth him not. 19 And we know that we are of God, and the whole world lieth in wickedness. 20 And we know that the Son of God is come, and hath given us an understanding, that we may know him that is true, and we are in him that is true, even in his Son Jesus Christ. This is the true God, and eternal life. 21 Little children, keep yourselves from idols. Amen. "
Authorized (King James) Version,AKJV,1 John,1,,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the Word of life; 2 (for the life was manifested, and we have seen it, and bear witness, and shew unto you that eternal life, which was with the Father, and was manifested unto us;) 3 that which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ. 4 And these things write we unto you, that your joy may be full. 5 This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all. 6 If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth: 7 but if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin. 8 If we say that we have no sin, we deceive ourselves, and the truth is not in us. 9 If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness. 10 If we say that we have not sinned, we make him a liar, and his word is not in us. "
Authorized (King James) Version,AKJV,1 John,4,,"Beloved, believe not every spirit, but try the spirits whether they are of God: because many false prophets are gone out into the world. 2 Hereby know ye the Spirit of God: Every spirit that confesseth that Jesus Christ is come in the flesh is of God: 3 and every spirit that confesseth not that Jesus Christ is come in the flesh is not of God: and this is that spirit of antichrist, whereof ye have heard that it should come; and even now already is it in the world. 4 Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world. 5 They are of the world: therefore speak they of the world, and the world heareth them. 6 We are of God: he that knoweth God heareth us; he that is not of God heareth not us. Hereby know we the spirit of truth, and the spirit of error. 7 Beloved, let us love one another: for love is of God; and every one that loveth is born of God, and knoweth God. 8 He that loveth not knoweth not God; for God is love. 9 In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that we might live through him. 10 Herein is love, not that we loved God, but that he loved us, and sent his Son to be the propitiation for our sins. 11 Beloved, if God so loved us, we ought also to love one another. 12 No man hath seen God at any time. If we love one another, God dwelleth in us, and his love is perfected in us. 13 Hereby know we that we dwell in him, and he in us, because he hath given us of his Spirit. 14 And we have seen and do testify that the Father sent the Son to be the Saviour of the world. 15 Whosoever shall confess that Jesus is the Son of God, God dwelleth in him, and he in God. 16 And we have known and believed the love that God hath to us. God is love; and he that dwelleth in love dwelleth in God, and God in him. 17 Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world. 18 There is no fear in love; but perfect love casteth out fear: because fear hath torment. He that feareth is not made perfect in love. 19 We love him, because he first loved us. 20 If a man say, I love God, and hateth his brother, he is a liar: for he that loveth not his brother whom he hath seen, how can he love God whom he hath not seen? 21 And this commandment have we from him, That he who loveth God love his brother also. "
Authorized (King James) Version,AKJV,1 John,3,,"Behold, what manner of love the Father hath bestowed upon us, that we should be called the sons of God: therefore the world knoweth us not, because it knew him not. 2 Beloved, now are we the sons of God, and it doth not yet appear what we shall be: but we know that, when he shall appear, we shall be like him; for we shall see him as he is. 3 And every man that hath this hope in him purifieth himself, even as he is pure. 4 Whosoever committeth sin transgresseth also the law: for sin is the transgression of the law. 5 And ye know that he was manifested to take away our sins; and in him is no sin. 6 Whosoever abideth in him sinneth not: whosoever sinneth hath not seen him, neither known him. 7 Little children, let no man deceive you: he that doeth righteousness is righteous, even as he is righteous. 8 He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil. 9 Whosoever is born of God doth not commit sin; for his seed remaineth in him: and he cannot sin, because he is born of God. 10 In this the children of God are manifest, and the children of the devil: whosoever doeth not righteousness is not of God, neither he that loveth not his brother. 11 For this is the message that ye heard from the beginning, that we should love one another. 12 Not as Cain, who was of that wicked one, and slew his brother. And wherefore slew he him? Because his own works were evil, and his brothers righteous. 13 Marvel not, my brethren, if the world hate you. 14 We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death. 15 Whosoever hateth his brother is a murderer: and ye know that no murderer hath eternal life abiding in him. 16 Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren. 17 But whoso hath this worlds good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him? 18 My little children, let us not love in word, neither in tongue; but in deed and in truth. 19 And hereby we know that we are of the truth, and shall assure our hearts before him. 20 For if our heart condemn us, God is greater than our heart, and knoweth all things. 21 Beloved, if our heart condemn us not, then have we confidence toward God. 22 And whatsoever we ask, we receive of him, because we keep his commandments, and do those things that are pleasing in his sight. 23 And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment. 24 And he that keepeth his commandments dwelleth in him, and he in him. And hereby we know that he abideth in us, by the Spirit which he hath given us. "
Legacy Standard Bible,LSB,1 John,2,Jesus Christ Our Advocate,"My little children, I am (B)writing these things to you so that you may not sin. And if anyone sins, (C)we have an [a](D)Advocate with the Father, Jesus Christ the righteous; 2 and He Himself is the [b]propitiation for our sins, and not for ours only, but also (F)for those of the whole world. 3 And by this we know that we have come to (H)know Him, if we (I)keep His commandments. 4 The one who says, I have come to (K)know Him, and does not keep His commandments, is a (L)liar, and (M)the truth is not in him; 5 but whoever keeps His word, truly in him the (O)love of God has been perfected. (P)By this we know that we are in Him: 6 the one who says he abides in Him (R)ought himself to walk in the same manner as He walked. 7 Beloved, I am (T)not writing a new commandment to you, but an old commandment which you have had (U)from the beginning; the old commandment is the word which you have heard. 8 [c]On the other hand, I am writing a new commandment to you, which is true in Him and in you, because (W)the darkness is passing away and (X)the true Light is already shining. 9 The one who says he is in the Light and yet hates his (Z)brother is in the darkness until now. 10 The one who loves his brother abides in the Light and there is no cause for stumbling in him. 11 But the one who hates his brother is in the darkness and (AC)walks in the darkness, and does not know where he is going because the darkness (AD)blinded his eyes. 12 I am writing to you, little children, because (AF)your sins have been forgiven you for His names sake. 13 I am writing to you, fathers, because you have known Him who has been from the beginning. I am writing to you, young men, because (AH)you have overcome (AI)the evil one. I have written to you, children, because [d](AJ)you have known the Father. 14 I have written to you, fathers, because you have known Him who has been from the beginning. I have written to you, young men, because you are (AL)strong, and the (AM)word of God abides in you, and (AN)you have overcome the evil one. 15 Do not love the world nor the things in the world. (AP)If anyone loves the world, the love of the Father is not in him. 16 For all that is in the world, the lust of the flesh and (AR)the lust of the eyes and (AS)the boastful pride of life, is not from the Father, but is from the world. 17 And the world is passing away, and also its lusts, but the one who (AU)does the will of God abides forever. 18 Children, it is the last hour; and just as you heard that (AW)antichrist is coming, (AX)even now many antichrists have appeared. From this we know that it is the last hour. 19 They went out from us, but they were not really of us; for if they were of us, they would have remained with us; but they went out, (AZ)so that [e]it would be manifested that they all are not of us. 20 [f]But you have an anointing from (BB)the Holy One, and (BC)you all know. 21 I have not written to you because you do not know the truth, but because you do know it, and [g]because no lie is (BE)of the truth. 22 Who is the liar but the one who denies that Jesus is the [h]Christ? This is (BG)the [i]antichrist, the one who denies the Father and the Son. 23 Everyone who denies the Son does not have the Father; the one who confesses the Son has the Father also. 24 As for you, let that which you heard from the beginning abide in you. If what you heard from the beginning abides in you, you also (BJ)will abide in the Son and in the Father. 25 And this is the promise which He Himself [j]made to us: eternal life. 26 These things I have written to you about those who are trying to deceive you. 27 And as for you, the anointing whom you received from Him abides in you, and you have no need for anyone to teach you. But as His anointing (BN)teaches you about all things, and is (BO)true and is not a lie, and just as He has taught you, [k]abide in Him. 28 And now, little children, abide in Him, so that when He (BQ)is manifested, we may have (BR)confidence and (BS)not [l]shrink away from Him in shame [m]at His (BT)coming. 29 If you know that He is righteous, you know that everyone also who does righteousness (BV)has been [n]born of Him. "
Legacy Standard Bible,LSB,1 John,5,Overcoming the World,"Everyone who believes that Jesus is the [a]Christ has been [b](B)born of God, and everyone who loves the [c]One who gives new birth (C)loves also the one who has been [d]born of Him. 2 By this we know that (E)we love the children of God, when we love God and do His commandments. 3 For this is the love of God, that we (G)keep His commandments; and (H)His commandments are not burdensome. 4 For everything that has been [e]born of God (J)overcomes the world; and this is the overcoming that has overcome the worldour faith. 5 Who is the one who overcomes the world, but he who believes that Jesus is the Son of God? 6 This is the One who came by water and blood, Jesus Christ; not [f]with the water only, but [g]with the water and [h]with the blood. It is (M)the Spirit who bears witness, because the Spirit is the truth. 7 For there are three that bear witness: 8 [i]the Spirit and the water and the blood; and the three are [j]in agreement. 9 If we receive the witness of men, the witness of God is greater; for the witness of God is this, that (P)He has borne witness about His Son. 10 The one who believes in the Son of God has this witness in himself. The one who does not believe God has (R)made Him a liar, because he has not believed in the witness which God has borne witness about His Son. 11 And the witness is this, that God gave us eternal life, and (T)this life is in His Son. 12 He who has the Son has the life; he who does not have the Son of God does not have that life. 13 These things I have written to you who (W)believe in the name of the Son of God, so that you may know that you have (X)eternal life. 14 And this is the confidence which we have [k]before Him, that, (Z)if we ask anything according to His will, He hears us. 15 And if we know that He hears us in whatever we ask, we know that we have the requests which we have asked from Him. 16 If anyone sees his brother [l]committing a sin not leading to death, he shall ask and [m]God will for him give life to those who commit sin not leading to death. (AC)There is a sin leading to death; (AD)I do not say that he should make request for this. 17 All unrighteousness is sin, and (AF)there is a sin not leading to death. 18 We know that (AH)no one who has been [n]born of God sins; but He who was [o]begotten of God (AI)keeps him, and (AJ)the evil one does not (AK)touch him. 19 We know that (AM)we are of God, and that (AN)the whole world lies in the power of the evil one. 20 And we know that (AP)the Son of God has come, and has (AQ)given us understanding so that we may know (AR)Him who is true; and we (AS)are in Him who is true, in His Son Jesus Christ. (AT)This is the true God and (AU)eternal life. 21 Little children, guard yourselves from (AW)idols. "
Authorized (King James) Version,AKJV,1 John,5,,"Whosoever believeth that Jesus is the Christ is born of God: and every one that loveth him that begat loveth him also that is begotten of him. 2 By this we know that we love the children of God, when we love God, and keep his commandments. 3 For this is the love of God, that we keep his commandments: and his commandments are not grievous. 4 For whatsoever is born of God overcometh the world: and this is the victory that overcometh the world, even our faith. 5 Who is he that overcometh the world, but he that believeth that Jesus is the Son of God? 6 This is he that came by water and blood, even Jesus Christ; not by water only, but by water and blood. And it is the Spirit that beareth witness, because the Spirit is truth. 7 For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one. 8 And there are three that bear witness in earth, the Spirit, and the water, and the blood: and these three agree in one. 9 If we receive the witness of men, the witness of God is greater: for this is the witness of God which he hath testified of his Son. 10 He that believeth on the Son of God hath the witness in himself: he that believeth not God hath made him a liar; because he believeth not the record that God gave of his Son. 11 And this is the record, that God hath given to us eternal life, and this life is in his Son. 12 He that hath the Son hath life; and he that hath not the Son of God hath not life. 13 These things have I written unto you that believe on the name of the Son of God; that ye may know that ye have eternal life, and that ye may believe on the name of the Son of God. 14 And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us: 15 and if we know that he hear us, whatsoever we ask, we know that we have the petitions that we desired of him. 16 If any man see his brother sin a sin which is not unto death, he shall ask, and he shall give him life for them that sin not unto death. There is a sin unto death: I do not say that he shall pray for it. 17 All unrighteousness is sin: and there is a sin not unto death. 18 We know that whosoever is born of God sinneth not; but he that is begotten of God keepeth himself, and that wicked one toucheth him not. 19 And we know that we are of God, and the whole world lieth in wickedness. 20 And we know that the Son of God is come, and hath given us an understanding, that we may know him that is true, and we are in him that is true, even in his Son Jesus Christ. This is the true God, and eternal life. 21 Little children, keep yourselves from idols. Amen. "
Living Bible,TLB,1 John,1,,"Christ was alive when the world began, yet I myself have seen him with my own eyes and listened to him speak. I have touched him with my own hands. He is Gods message of life. 2 This one who is life from God has been shown to us, and we guarantee that we have seen him; I am speaking of Christ, who is eternal Life. He was with the Father and then was shown to us. 3 Again I say, we are telling you about what we ourselves have actually seen and heard, so that you may share the fellowship and the joys we have with the Father and with Jesus Christ his son. 4 And if you do as I say in this letter, then you, too, will be full of joy, and so will we. 5 This is the message God has given us to pass on to you: that God is Light and in him is no darkness at all. 6 So if we say we are his friends but go on living in spiritual darkness and sin, we are lying. 7 But if we are living in the light of Gods presence, just as Christ does, then we have wonderful fellowship and joy with each other, and the blood of Jesus his Son cleanses us from every sin. 8 If we say that we have no sin, we are only fooling ourselves and refusing to accept the truth. 9 But if we confess our sins to him,[a] he can be depended on to forgive us and to cleanse us from every wrong. And it is perfectly proper for God to do this for us because Christ died to wash away our sins. 10 If we claim we have not sinned, we are lying and calling God a liar, for he says we have sinned. "
